Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-08-30,P4206,Fiction,Books,5,185.13,925.65,586.37,339.28,Retail,C59822,Jason Hudson,Fernandeztown,Texas,Burkina Faso,Bank Transfer,0.0,92.56,5.82,Not Returned,S798,Susan Parker,West,Q3,Mr bad wide manage address information serious.
2024-05-17,P6683,Action Figure,Toys,3,140.83,422.49,272.61,149.88,Online,C14092,Patrick Saunders,New Tammy,Alaska,Myanmar,PayPal,63.37,42.25,9.27,Not Returned,S824,Kayla Hernandez,North,Q2,Body language there wonder him.
2024-08-05,P3772,Non-fiction,Books,3,215.39,646.17,317.46,328.71,Wholesale,C27767,Tammy Perez,Selenaton,Georgia,Germany,PayPal,64.62,64.62,18.0,Not Returned,S394,Kristy Brown,East,Q3,Look floor role agency its professor while.
2024-12-16,P5288,Smartwatch,Electronics,3,349.05,1047.15,628.94,418.21,Retail,C79878,Stacey Wilson,Wrightview,Kentucky,Hungary,Bank Transfer,52.36,104.72,18.24,Not Returned,S861,Eddie Jensen,East,Q4,Seat my arrive middle add.
2024-04-30,P7394,Board Game,Toys,8,516.43,4131.44,3246.71,884.73,Retail,C22807,Sabrina Walsh,Martinstad,Connecticut,New Zealand,Bank Transfer,206.57,413.14,2.95,Not Returned,S749,Tina Chang,North,Q2,Now minute technology only magazine.
2024-12-22,P5369,T-Shirt,Clothing,10,176.95,1769.5,768.23,1001.27,Online,C11374,Rachael Reed,East Heather,Iowa,Iran,Credit Card,176.95,176.95,16.35,Not Returned,S210,Michael Gonzales,West,Q4,Especially win give yourself.
2024-07-07,P8971,Comics,Books,4,923.5,3694.0,2307.49,1386.51,Online,C76583,Cindy Clayton,West Ann,Wyoming,Sierra Leone,Credit Card,0.0,369.4,16.55,Not Returned,S999,Matthew Murphy,West,Q3,Along particularly factor boy Republican without.
2024-11-07,P7635,Shoes,Clothing,5,30.96,154.8,70.23,84.57,Retail,C32457,Hannah Cole,Shawchester,Delaware,Belgium,PayPal,0.0,15.48,18.33,Not Returned,S188,Julie Nguyen,West,Q4,Drop join recognize all structure.
2024-06-20,P1640,Shoes,Clothing,8,623.8,4990.4,2532.51,2457.89,Wholesale,C74261,Debra Pitts,Loganside,Tennessee,France,Bank Transfer,748.56,499.04,9.45,Not Returned,S653,Michael Atkinson,East,Q2,Cause others skill industry old effect fine.
2024-03-22,P8486,Microwave,Home & Kitchen,2,962.79,1925.58,1138.49,787.09,Wholesale,C63737,Katherine Cole,South Nicholashaven,Arkansas,Djibouti,Bank Transfer,0.0,192.56,5.31,Not Returned,S213,Karen Johnson,East,Q1,Final station tough whether.
2024-03-13,P3271,Blender,Home & Kitchen,1,824.77,824.77,375.04,449.73,Wholesale,C36018,Paul Fox,New Johnport,Louisiana,Iraq,Credit Card,0.0,82.48,17.24,Not Returned,S873,Michael Mcintosh,West,Q1,Remember take ground eat.
2024-12-31,P6689,Smartwatch,Electronics,6,873.86,5243.16,3535.44,1707.72,Online,C39707,Eric Thomas,Amyburgh,Iowa,Tonga,PayPal,524.32,524.32,5.49,Returned,S463,Jennifer Stephenson,East,Q4,During nice thing ok.
2024-02-16,P7918,Headphones,Electronics,4,741.58,2966.32,2329.83,636.49,Online,C40360,David Huerta,Laurentown,Washington,Kuwait,PayPal,148.32,296.63,14.85,Not Returned,S900,Sarah Brown,East,Q1,Herself hold his moment.
2024-05-24,P2957,Action Figure,Toys,7,361.51,2530.57,1891.5,639.07,Online,C96007,Scott Patel,North Suzannebury,West Virginia,Indonesia,Bank Transfer,253.06,253.06,12.64,Not Returned,S384,Donald Gutierrez,East,Q2,Product election baby seven only scientist.
2024-07-24,P8859,Blender,Home & Kitchen,5,129.42,647.1,298.77,348.33,Online,C34502,Pamela Brown,Lake Seanmouth,Virginia,Slovakia (Slovak Republic),PayPal,97.06,64.71,4.57,Not Returned,S498,Mary Greene,West,Q3,Eye out goal group stop father politics.
2024-09-19,P7541,Action Figure,Toys,9,318.09,2862.81,1411.54,1451.27,Wholesale,C99642,Alexander Roman,New Randy,New Mexico,Gabon,Credit Card,0.0,286.28,9.44,Not Returned,S332,John Phillips,West,Q3,Give point herself official receive may.
2024-01-25,P7660,Fiction,Books,2,270.83,541.66,373.84,167.82,Online,C24825,Nicole Bridges,South Javier,North Carolina,Chad,Credit Card,54.17,54.17,0.57,Not Returned,S108,Rhonda Holmes,West,Q1,Sing media step live game item lay.
2024-09-30,P2908,Laptop,Electronics,10,609.82,6098.2,4665.09,1433.11,Online,C71091,Amy Blair,Stephenland,Alaska,Cook Islands,Credit Card,0.0,609.82,10.4,Not Returned,S525,Savannah Werner,North,Q3,Stay describe time.
2024-10-01,P4718,Jeans,Clothing,7,388.11,2716.77,1964.1,752.67,Retail,C37538,Susan Stanley,Alberttown,Alaska,Netherlands,PayPal,0.0,271.68,12.32,Not Returned,S696,Carol Berg,East,Q4,Hotel matter guy great old.
2024-12-26,P8436,Vacuum Cleaner,Home & Kitchen,3,599.94,1799.82,786.2,1013.62,Online,C23564,Melissa Tate,New Amandastad,West Virginia,Cote d'Ivoire,PayPal,0.0,179.98,13.85,Not Returned,S774,Janet Flores,South,Q4,Many character option imagine.
2024-07-13,P4303,Jacket,Clothing,7,512.93,3590.51,1609.04,1981.47,Online,C72208,Susan Perez,North Ryanton,Tennessee,Oman,Credit Card,538.58,359.05,9.4,Not Returned,S447,Brandy Miller,South,Q3,Forward trouble unit people research.
2024-08-01,P2286,Toaster,Home & Kitchen,10,510.39,5103.9,3715.82,1388.08,Online,C69480,Charles Werner,Toddfort,Rhode Island,United States Minor Outlying Islands,Credit Card,510.39,510.39,9.61,Not Returned,S124,Steven Miller,West,Q3,Today mention next identify.
2024-01-04,P8308,Biography,Books,4,435.19,1740.76,872.62,868.14,Retail,C28480,Michael Lawson,Mirandaville,Pennsylvania,Sierra Leone,Credit Card,261.11,174.08,5.67,Not Returned,S713,Cody Stuart,South,Q1,Rather beyond share energy size.
2024-09-24,P5913,Laptop,Electronics,9,634.59,5711.31,2564.96,3146.35,Online,C30330,Katrina Herrera,North Blaketown,Wyoming,Zimbabwe,PayPal,0.0,571.13,6.69,Not Returned,S264,Bryce Cruz,West,Q3,Though finish star be hot often worry.
2024-07-18,P9128,Shoes,Clothing,4,175.84,703.36,294.6,408.76,Retail,C99402,Jason Gillespie,North Carolfurt,Florida,Moldova,Bank Transfer,35.17,70.34,14.48,Not Returned,S655,Elizabeth Sullivan,West,Q3,Area student there certainly walk camera debate.
2024-03-18,P4495,Biography,Books,10,446.97,4469.7,2222.28,2247.42,Wholesale,C51639,Sandra Ray,Josephborough,Montana,Poland,Bank Transfer,223.49,446.97,0.01,Not Returned,S348,Mark Williams,West,Q1,Then police choice cell.
2024-12-11,P2786,Non-fiction,Books,9,431.27,3881.43,2555.11,1326.32,Retail,C99525,Brandy Carney,Adammouth,Georgia,Greenland,PayPal,582.21,388.14,13.71,Not Returned,S670,Amy Watson,East,Q4,Late radio like money ball.
2024-08-12,P6202,Doll,Toys,8,76.65,613.2,299.19,314.01,Online,C30417,Ricardo Daniels,Stonebury,Georgia,Norway,PayPal,91.98,61.32,14.16,Not Returned,S476,Shannon Edwards,North,Q3,Century alone popular break.
2024-01-11,P2434,Action Figure,Toys,7,589.62,4127.34,3093.7,1033.64,Retail,C80889,Derek Turner,Moralesmouth,West Virginia,Paraguay,Credit Card,0.0,412.73,19.21,Not Returned,S643,Julie Reed,West,Q1,Also himself with garden mention economic baby.
2024-06-07,P2282,Lego Set,Toys,10,970.33,9703.3,5793.79,3909.51,Online,C36732,Jeffrey Montgomery,New Williamton,Oregon,Guinea-Bissau,PayPal,970.33,970.33,6.24,Not Returned,S885,Jacob Peterson,South,Q2,Low trial water ability possible door pressure.
2024-11-10,P3512,Headphones,Electronics,8,265.81,2126.48,1355.43,771.05,Retail,C38774,Stacy Vega,North Kathleen,New Mexico,Mali,PayPal,318.97,212.65,14.92,Not Returned,S333,Tanya Whitaker,East,Q4,Rate oil defense agree lawyer.
2024-02-15,P6169,Laptop,Electronics,10,567.93,5679.3,2415.52,3263.78,Wholesale,C72841,Samantha Lambert,Stewartmouth,Nevada,Mongolia,PayPal,567.93,567.93,7.71,Not Returned,S219,Sharon Thomas,West,Q1,Hot happy far deep while movie.
2024-11-06,P1509,Jeans,Clothing,2,708.44,1416.88,707.24,709.64,Wholesale,C45650,Stacey Dunlap,New Matthew,South Dakota,Cameroon,PayPal,212.53,141.69,2.31,Not Returned,S730,Charles Wolf,South,Q4,Common relate others throw land daughter consider.
2024-10-04,P6550,Fiction,Books,9,556.71,5010.39,2327.67,2682.72,Retail,C12877,David Pham,Conwayport,Missouri,Faroe Islands,Bank Transfer,501.04,501.04,6.63,Not Returned,S201,Heather Russell,West,Q4,Analysis what page.
2024-02-04,P9531,Blender,Home & Kitchen,2,862.62,1725.24,1094.63,630.61,Retail,C14542,Justin Miller,Haleychester,Massachusetts,Thailand,Bank Transfer,86.26,172.52,6.95,Not Returned,S824,Taylor Russo,South,Q1,Approach trip throughout free civil entire.
2024-03-31,P4299,Shoes,Clothing,10,701.4,7014.0,4037.21,2976.79,Online,C45281,Jessica Kelley,Farrellfort,Mississippi,Cyprus,Bank Transfer,701.4,701.4,19.48,Not Returned,S305,Ann Miller,South,Q1,Before wrong take old former run others believe.
2024-08-26,P5535,Microwave,Home & Kitchen,9,667.81,6010.29,4254.3,1755.99,Online,C96545,Alicia Kramer,Christophershire,Montana,Russian Federation,PayPal,601.03,601.03,17.44,Not Returned,S431,Steven Dunlap,North,Q3,Most ten cup far training opportunity difficult candidate.
2024-02-13,P5790,Fiction,Books,2,174.82,349.64,178.36,171.28,Online,C77201,Jon Turner,Jamesberg,Texas,Ireland,Bank Transfer,34.96,34.96,17.3,Not Returned,S614,Catherine Harrell,West,Q1,Goal probably question.
2024-03-03,P6310,Smartwatch,Electronics,3,303.6,910.8,593.23,317.57,Wholesale,C47582,Natalie Miller,Latoyabury,Alabama,Uganda,Credit Card,0.0,91.08,16.71,Not Returned,S375,Daniel Ray,North,Q1,Industry certainly Mrs.
2024-12-04,P9975,Vacuum Cleaner,Home & Kitchen,5,57.95,289.75,198.01,91.74,Wholesale,C77712,Tiffany Santiago,Stewartmouth,Iowa,Wallis and Futuna,Credit Card,28.98,28.98,11.94,Not Returned,S528,Morgan Leonard,East,Q4,Beyond majority good open executive.
2024-10-25,P6124,Jacket,Clothing,9,494.6,4451.4,2579.7,1871.7,Online,C65529,James Thompson,New Rebekahville,North Dakota,Timor-Leste,PayPal,222.57,445.14,10.41,Not Returned,S927,Seth Herman,West,Q4,Institution to movie seven.
2024-07-15,P2328,Laptop,Electronics,5,107.44,537.2,254.12,283.08,Online,C67366,Barry Alexander,Nicholaston,Minnesota,Syrian Arab Republic,Credit Card,53.72,53.72,10.51,Not Returned,S352,Nancy Cruz,West,Q3,Sign Republican notice prevent.
2024-05-24,P8069,Toaster,Home & Kitchen,8,700.41,5603.28,4318.76,1284.52,Online,C78712,Jeremy Juarez,Clarkborough,Montana,Benin,PayPal,280.16,560.33,4.98,Not Returned,S408,James Hunter,South,Q2,See collection cut drive out image thought.
2024-04-05,P9915,Comics,Books,1,189.44,189.44,141.26,48.18,Wholesale,C64705,Kelly Robinson,East Sandyville,North Carolina,Bulgaria,Bank Transfer,9.47,18.94,4.87,Not Returned,S953,Krista Meyer,South,Q2,It house political energy song policy owner ahead.
2024-05-06,P1344,Comics,Books,8,792.08,6336.64,4682.54,1654.1,Online,C64007,Randy Harris,East Scotthaven,Utah,Croatia,Credit Card,950.5,633.66,10.11,Not Returned,S646,Briana Chavez,West,Q2,Page structure face forget.
2024-02-22,P9729,T-Shirt,Clothing,1,900.13,900.13,681.87,218.26,Online,C41854,Mary Klein,New Davidfort,Mississippi,New Caledonia,Bank Transfer,135.02,90.01,9.01,Not Returned,S522,Anita Callahan,East,Q1,Tv drive adult executive military plan.
2024-12-04,P2255,Board Game,Toys,3,590.17,1770.51,1232.82,537.69,Online,C17033,Brianna Romero,Francesland,Mississippi,United Kingdom,Bank Transfer,0.0,177.05,13.86,Not Returned,S827,Cheryl Vang,South,Q4,Recently prepare scene house central baby picture.
2024-11-03,P1221,Comics,Books,10,156.26,1562.6,1041.85,520.75,Retail,C48974,Cole Guzman,Ericberg,Oregon,Japan,Bank Transfer,156.26,156.26,2.67,Not Returned,S851,Daniel David,South,Q4,Kid support interest conference.
2024-11-07,P8758,Board Game,Toys,5,445.97,2229.85,1316.01,913.84,Retail,C53499,Paul Berry,Deborahville,Connecticut,Lithuania,PayPal,334.48,222.99,7.92,Not Returned,S613,Andrew Valencia,East,Q4,Beat start say either none heavy down business.
2024-12-11,P4093,Non-fiction,Books,7,224.22,1569.54,950.75,618.79,Wholesale,C28384,Tiffany Chan,South Debra,South Dakota,Ecuador,Bank Transfer,235.43,156.95,18.34,Not Returned,S408,Charles Burke,West,Q4,Ten will summer specific.
2024-11-29,P4183,Fiction,Books,5,464.23,2321.15,992.31,1328.84,Online,C88274,Cassandra Garcia,West Cindyshire,Wyoming,Eritrea,Credit Card,232.12,232.12,19.58,Not Returned,S945,Wendy Erickson,South,Q4,Still later get effect.
2024-04-04,P6904,Non-fiction,Books,10,813.66,8136.6,3283.97,4852.63,Wholesale,C12161,Taylor Terrell,East Kimberly,Pennsylvania,Saint Helena,Credit Card,406.83,813.66,16.63,Not Returned,S941,Shane Lewis,South,Q2,Wind action economy official natural can.
2024-07-20,P6811,Board Game,Toys,2,586.25,1172.5,835.79,336.71,Wholesale,C13241,Keith Ferguson,Bradshawport,Connecticut,Kenya,Credit Card,0.0,117.25,11.88,Not Returned,S856,Debra Owen,South,Q3,Tough fill happy last hit.
2024-07-15,P4022,Jacket,Clothing,3,501.34,1504.02,692.54,811.48,Wholesale,C76274,Amber Frank,Williamchester,New Jersey,New Caledonia,PayPal,75.2,150.4,18.12,Not Returned,S718,Natasha Lee,North,Q3,Environment style remain.
2024-11-26,P7870,T-Shirt,Clothing,5,338.43,1692.15,1296.95,395.2,Wholesale,C34781,Spencer Baker,Andersonfort,Louisiana,Zambia,Bank Transfer,0.0,169.22,6.78,Not Returned,S772,Melissa Clark,East,Q4,Remain team body all financial.
2024-09-05,P5416,Board Game,Toys,2,464.07,928.14,651.42,276.72,Online,C77165,Tami Rivera,Lake David,Minnesota,Senegal,PayPal,139.22,92.81,12.16,Not Returned,S262,Kaitlyn Thompson,West,Q3,Into job half black because song.
2024-03-05,P4047,Smartphone,Electronics,8,301.26,2410.08,1666.78,743.3,Wholesale,C65806,Alan Lara,Penabury,Montana,Northern Mariana Islands,PayPal,241.01,241.01,15.7,Not Returned,S621,Jennifer Leonard,North,Q1,Over feeling money newspaper question.
2024-01-05,P3269,Smartphone,Electronics,2,414.02,828.04,590.83,237.21,Retail,C13545,Charles Davis,Shaunborough,Kansas,Holy See (Vatican City State),PayPal,41.4,82.8,1.7,Not Returned,S693,Laura Green,South,Q1,Visit hundred billion blue.
2024-01-25,P1452,Shoes,Clothing,1,603.09,603.09,337.58,265.51,Wholesale,C48954,Emily Wilson,Pamelaville,Ohio,New Zealand,PayPal,90.46,60.31,17.84,Not Returned,S659,Antonio Mccall,North,Q1,Range know close election.
2024-08-16,P3082,Non-fiction,Books,4,592.67,2370.68,1107.92,1262.76,Online,C85569,Carol Bush,New Nicholasville,Connecticut,Georgia,PayPal,237.07,237.07,5.36,Not Returned,S801,Randy Clark,North,Q3,Director population measure student cost policy.
2024-11-21,P1168,Smartphone,Electronics,5,162.96,814.8,371.83,442.97,Wholesale,C27640,Jason Arroyo,West Michael,Massachusetts,Lebanon,Credit Card,81.48,81.48,0.13,Not Returned,S957,Pamela Mcdonald,South,Q4,General simple cost develop left.
2024-06-18,P2411,Fiction,Books,6,215.03,1290.18,748.85,541.33,Wholesale,C73593,Jacqueline Howell,Emmatown,Connecticut,Kuwait,PayPal,0.0,129.02,1.62,Not Returned,S895,Sabrina White,West,Q2,Week own necessary allow including level.
2024-10-04,P9497,Doll,Toys,2,907.39,1814.78,830.24,984.54,Retail,C77035,Jessica Smith,North Tracy,Florida,Palestinian Territory,PayPal,90.74,181.48,17.59,Not Returned,S135,Joseph Powers,West,Q4,If everything bad age local season school.
2024-11-26,P2115,Fiction,Books,9,274.94,2474.46,1289.4,1185.06,Wholesale,C72516,Luis Decker,Colehaven,Vermont,Finland,PayPal,247.45,247.45,14.88,Not Returned,S577,Andrew Reed,East,Q4,Herself population seven sign executive will.
2024-04-28,P7289,Fiction,Books,6,348.84,2093.04,1266.14,826.9,Online,C85283,Lori Reid,Moorechester,Montana,Rwanda,Credit Card,313.96,209.3,2.22,Not Returned,S733,Stephanie Saunders,South,Q2,Return few natural fight stand one significant get.
2024-10-06,P1659,Smartphone,Electronics,10,365.11,3651.1,2836.88,814.22,Online,C54683,Tyler Collins,West Jerry,Alaska,Niger,PayPal,547.66,365.11,9.66,Not Returned,S529,Clayton Macdonald,North,Q4,Simply concern page director.
2024-11-27,P6640,Shoes,Clothing,3,922.8,2768.4,1950.29,818.11,Retail,C78933,Alexandra Meyer DVM,Leonardburgh,Maine,Indonesia,Bank Transfer,138.42,276.84,16.66,Not Returned,S801,Tyler Johnson,West,Q4,Citizen to produce list run safe figure.
2024-04-19,P3841,Smartwatch,Electronics,10,447.26,4472.6,2823.81,1648.79,Retail,C84433,Kevin Adams,Jonesport,Iowa,Venezuela,Bank Transfer,223.63,447.26,10.25,Not Returned,S477,Madeline Kelley,West,Q2,Help attention American some before.
2024-05-31,P5176,Jeans,Clothing,4,541.1,2164.4,1615.4,549.0,Retail,C69707,Eric Smith,East Nancyburgh,New Mexico,Pakistan,Credit Card,216.44,216.44,12.48,Not Returned,S349,Charles Meza,South,Q2,Career big remember parent produce cut beyond.
2024-05-11,P9790,Non-fiction,Books,10,123.59,1235.9,950.11,285.79,Retail,C36845,Mr. John Heath,New Curtis,Mississippi,Saint Lucia,Bank Transfer,61.8,123.59,12.01,Not Returned,S826,Kayla Miller,North,Q2,When room network behind social her he.
2024-10-03,P5812,Action Figure,Toys,7,280.7,1964.9,944.75,1020.15,Retail,C51330,Kristina Armstrong,Stoutbury,Oregon,Puerto Rico,Bank Transfer,0.0,196.49,0.87,Not Returned,S718,Larry Horn,South,Q4,Same wall measure again ability election.
2024-10-12,P5109,Lego Set,Toys,9,294.89,2654.01,1578.01,1076.0,Retail,C98305,Christine Leach,North Maria,West Virginia,Liberia,Bank Transfer,398.1,265.4,1.09,Not Returned,S160,Desiree Green,East,Q4,The common prevent spend.
2024-03-22,P6060,Toaster,Home & Kitchen,9,900.09,8100.81,6003.51,2097.3,Retail,C59148,William Davis,Thomasview,Massachusetts,Comoros,Credit Card,0.0,810.08,14.52,Not Returned,S909,Lisa Vaughn,North,Q1,Son show whatever simple wrong newspaper.
2024-09-16,P2569,Headphones,Electronics,10,242.58,2425.8,1010.35,1415.45,Online,C50906,Gary Long,Medinaburgh,Kentucky,Aruba,Credit Card,363.87,242.58,14.2,Not Returned,S689,Debra Miller,South,Q3,Possible account question dinner write usually.
2024-05-22,P4009,Microwave,Home & Kitchen,10,951.67,9516.7,4327.83,5188.87,Online,C43800,Michelle King,East Tylershire,South Carolina,Namibia,PayPal,951.67,951.67,2.91,Not Returned,S309,Dustin Benson,North,Q2,Election air parent.
2024-03-10,P4258,Action Figure,Toys,10,27.02,270.2,166.21,103.99,Retail,C98880,Steve Young,North Dawn,Wisconsin,Togo,Credit Card,27.02,27.02,1.63,Not Returned,S732,Jordan Payne,East,Q1,Or which white get bring society industry.
2024-11-02,P3349,T-Shirt,Clothing,4,742.93,2971.72,1991.59,980.13,Retail,C26666,Sean Perez,Durantown,Texas,Trinidad and Tobago,Credit Card,445.76,297.17,10.77,Not Returned,S325,Lisa Snyder,South,Q4,Class quickly high know whether result.
2024-08-21,P4791,Toaster,Home & Kitchen,5,678.53,3392.65,1613.2,1779.45,Retail,C74244,Dawn Haynes,New Aaron,West Virginia,Colombia,PayPal,339.27,339.27,10.77,Not Returned,S323,Christian Thompson,East,Q3,Miss population fly rock make.
2024-10-09,P3870,Lego Set,Toys,7,122.66,858.62,546.08,312.54,Wholesale,C22478,Larry Scott,Nicholashaven,Alaska,Luxembourg,Bank Transfer,42.93,85.86,14.31,Not Returned,S571,Kayla Shaw,South,Q4,Evening prevent image already again new.
2024-08-04,P3910,Microwave,Home & Kitchen,2,272.41,544.82,430.24,114.58,Retail,C77092,Diana Shepherd,South Erikafurt,Ohio,Guernsey,Credit Card,54.48,54.48,16.66,Not Returned,S839,Kelly Peters,West,Q3,Official south senior parent decision involve despite.
2024-10-08,P1569,Jeans,Clothing,5,620.53,3102.65,1881.75,1220.9,Wholesale,C64507,Larry Fuller,Stewartmouth,Vermont,Cape Verde,Credit Card,465.4,310.27,4.07,Not Returned,S199,Tyler King MD,West,Q4,Rich yeah simple guess member hour movement.
2024-03-03,P3751,Biography,Books,1,209.5,209.5,103.97,105.53,Wholesale,C59542,Anne Shannon,East Caleb,Michigan,Congo,PayPal,0.0,20.95,17.75,Not Returned,S638,John Miller,South,Q1,Anything pick none none ball ground candidate.
2024-04-21,P4136,Lego Set,Toys,2,518.07,1036.14,664.7,371.44,Wholesale,C85605,Jacob Rivera,New Ericaport,Texas,Gambia,Bank Transfer,155.42,103.61,12.02,Not Returned,S368,Holly Townsend DDS,West,Q2,If plan before talk want it manage.
2024-11-23,P6747,Fiction,Books,6,980.48,5882.88,4208.39,1674.49,Wholesale,C94475,Jeffrey Harris,Fullerborough,Louisiana,Barbados,Credit Card,294.14,588.29,8.81,Not Returned,S317,Julie Cox,North,Q4,Gas class wish relate sound market best.
2024-03-14,P8730,Shoes,Clothing,2,608.23,1216.46,893.33,323.13,Retail,C61404,Jill Stewart,Lake Leslieview,Minnesota,Panama,PayPal,121.65,121.65,17.55,Not Returned,S227,Audrey Gray,West,Q1,Finally task ten country power police.
2024-07-08,P4769,Fiction,Books,3,415.26,1245.78,936.59,309.19,Online,C73559,Justin Alvarez,North Jennifer,Kentucky,Ukraine,PayPal,62.29,124.58,10.34,Not Returned,S856,Amber Garner,South,Q3,Less production religious around both place.
2024-02-29,P6246,Comics,Books,2,365.9,731.8,530.16,201.64,Online,C36244,Lisa Davis,New Beverlyborough,West Virginia,United Arab Emirates,PayPal,109.77,73.18,13.02,Not Returned,S504,Roger Barrera,North,Q1,Laugh environment front company speak end time.
